recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore
2/23/2015,Q4,Stitching Unit,Monday,Line-C1,0.75,30.1,709,6960,45,0,0,Minor Style Revision,58,0.750770115
03-03-2015,Q1,Stitching Unit,Tuesday,Line-Q2,0.7,21.82,1313,5040,30,0,0,No Style Change,51,0.699984417
01-12-2015,Q2,Stitching Unit,Monday,Line-P2,0.8,11.61,760,4470,50,0,0,No Style Change,31.5,0.80007657
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-P2,0.6,4.08,,5400,0,0,0,No Style Change,9,0.327407407
2/16/2015,Q3,Stitching Unit,Monday,Line-F1,0.75,30.1,912,7020,0,0,0,Minor Style Revision,58,0.750356125
2/22/2015,Q4,Finishing & Quality,Sunday,Line-P2,0.8,5.13,,2400,0,0,0,No Style Change,10,0.78375
1/24/2015,Q4,Stitching Unit,Saturday,Line-F1,0.75,22.52,727,10260,94,0,0,No Style Change,57,0.900321106
2/15/2015,Q3,Finishing & Quality,Sunday,Line-S1,0.8,3.94,,960,0,0,0,No Style Change,8,1.1204375
03-07-2015,Q1,Stitching Unit,Saturday,Line-Q1,0.75,18.79,1226,3480,45,0,0,No Style Change,51,0.749987124
03-03-2015,Q1,Stitching Unit,Tuesday,Line-S1,0.7,26.66,1562,6960,60,0,0,No Style Change,58,0.800566092
02-07-2015,Q1,Finishing & Quality,Saturday,Line-S1,0.8,3.94,,1200,0,0,0,No Style Change,10,0.870083333
02-04-2015,Q1,Stitching Unit,Wednesday,Line-P1,0.7,10.05,1042,6120,60,0,0,No Style Change,53,0.700278846
2/26/2015,Q4,Finishing & Quality,Thursday,Line-Q1,0.75,2.9,,960,0,0,0,No Style Change,8,0.4078125
02-11-2015,Q2,Finishing & Quality,Wednesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,12,0.618361111
02-09-2015,Q2,Stitching Unit,Monday,Line-F1,0.7,30.1,767,3300,50,0,0,Minor Style Revision,57,0.790003236
01-06-2015,Q1,Stitching Unit,Tuesday,Line-F3,0.8,11.61,910,4470,38,0,0,No Style Change,31.5,0.80007657
2/17/2015,Q3,Finishing & Quality,Tuesday,Line-Q2,0.8,3.94,,960,0,0,0,No Style Change,8,0.927541667
1/24/2015,Q4,Stitching Unit,Saturday,Line-P2,0.75,15.26,1316,6120,40,0,0,No Style Change,34,0.750079323
1/29/2015,Q5,Stitching Unit,Thursday,Line-Q2,0.8,22.52,1088,6720,88,0,0,No Style Change,56,0.900129762
03-05-2015,Q1,Finishing & Quality,Thursday,Line-P2,0.8,4.6,,1080,0,0,0,No Style Change,9,0.868888889
03-04-2015,Q1,Stitching Unit,Wednesday,Line-C1,0.8,30.1,874,3960,50,0,0,No Style Change,59,0.800055762
2/25/2015,Q4,Stitching Unit,Wednesday,Line-C1,0.8,30.1,786,7080,50,0,0,Major Design Shift,59,0.800115819
2/15/2015,Q3,Finishing & Quality,Sunday,Line-F3,0.8,2.9,,960,0,0,0,No Style Change,8,0.604166667
01-12-2015,Q2,Stitching Unit,Monday,Line-C1,0.8,25.9,1031,10170,60,0,0,No Style Change,56.5,0.850136766
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.835757576
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-S1,0.7,3.94,,960,0,0,0,No Style Change,8,0.806879167
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-S3,0.75,4.15,,1560,0,0,0,No Style Change,8,0.991388889
03-02-2015,Q1,Stitching Unit,Monday,Line-Q1,0.75,18.79,935,6240,45,0,0,No Style Change,52,0.750395513
1/13/2015,Q2,Stitching Unit,Tuesday,Line-S3,0.8,42.27,465,9900,54,0,0,No Style Change,55,0.705576584
1/22/2015,Q4,Stitching Unit,Thursday,Line-S3,0.7,22.52,1244,10260,63,0,0,No Style Change,57,0.750068049
1/17/2015,Q3,Stitching Unit,Saturday,Line-Q1,0.8,26.16,1128,10620,63,0,0,No Style Change,59,0.800117103
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-S1,0.7,3.94,,1440,0,0,0,No Style Change,8,0.970075758
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-C2,0.8,2.9,,4800,0,0,0,No Style Change,8,0.397743056
02-03-2015,Q1,Stitching Unit,Tuesday,Line-P1,0.7,25.31,946,5760,60,0,0,No Style Change,54,0.700513566
03-05-2015,Q1,Stitching Unit,Thursday,Line-F3,0.35,22.53,1450,2640,0,0,0,Minor Style Revision,39,0.26369382
02-07-2015,Q1,Stitching Unit,Saturday,Line-F3,0.75,18.79,813,1560,34,0,0,No Style Change,33,0.750520115
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-S2,0.8,3.94,,1200,0,0,0,No Style Change,10,0.971866667
01-05-2015,Q1, Finishing & Quality ,Monday,Line-S3,0.75,4.15,,1920,0,0,0,No Style Change,8,0.875390625
01-01-2015,Q1, Finishing & Quality ,Thursday,Line-C2,0.75,2.9,,960,0,0,0,No Style Change,8,0.676666667
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-S2,0.5,3.9,,960,0,0,0,No Style Change,8,0.5403125
1/28/2015,Q4,Stitching Unit,Wednesday,Line-P1,0.5,20.1,1413,5880,46,0,0,No Style Change,54,0.500567308
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-F2,0.7,4.15,,9000,0,0,0,No Style Change,15,0.742901235
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-F2,0.5,4.15,,1440,0,0,0,No Style Change,8,0.609138258
2/14/2015,Q2,Stitching Unit,Saturday,Line-S3,0.5,30.1,1261,6960,30,0,0,Minor Style Revision,58,0.500801724
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-F1,0.35,4.3,,2160,0,0,0,No Style Change,12,0.952020202
2/16/2015,Q3,Stitching Unit,Monday,Line-P2,0.8,15.26,1079,3720,38,0,0,No Style Change,34,0.800312375
03-05-2015,Q1,Stitching Unit,Thursday,Line-S3,0.8,29.4,797,1800,63,0,0,No Style Change,57,0.800534979
2/22/2015,Q4,Stitching Unit,Sunday,Line-S3,0.7,30.1,1041,8160,33,0,0,Major Design Shift,58,0.626577778
1/20/2015,Q3, Finishing & Quality ,Tuesday,Line-F2,0.7,4.15,,1440,0,0,0,No Style Change,8,1.033570076
02-11-2015,Q2,Stitching Unit,Wednesday,Line-F3,0.8,18.79,656,3480,38,0,0,No Style Change,34,0.800947475
1/17/2015,Q3,Stitching Unit,Saturday,Line-P1,0.6,14.89,1027,10080,38,0,0,No Style Change,56,0.600273268
03-02-2015,Q1,Stitching Unit,Monday,Line-C2,0.75,29.4,551,6840,45,0,0,No Style Change,57,0.750473684
1/26/2015,Q4,Stitching Unit,Monday,Line-P1,0.35,28.08,749,10260,23,0,0,No Style Change,57,0.350066986
2/17/2015,Q3,Finishing & Quality,Tuesday,Line-F1,0.75,5.13,,960,0,0,0,No Style Change,8,0.656666667
1/15/2015,Q3,Stitching Unit,Thursday,Line-P2,0.8,11.61,1216,4950,50,0,0,No Style Change,31.5,0.80003139
03-01-2015,Q1,Stitching Unit,Sunday,Line-S2,0.7,30.33,254,1800,0,0,0,No Style Change,58,0.683550607
01-12-2015,Q2,Stitching Unit,Monday,Line-C2,0.8,25.9,1233,10170,60,0,0,No Style Change,56.5,0.850136766
01-10-2015,Q2,Stitching Unit,Saturday,Line-F3,0.8,11.41,887,5490,50,0,0,No Style Change,30.5,0.800343766
02-11-2015,Q2,Stitching Unit,Wednesday,Line-P1,0.35,11.41,434,3240,0,0,0,Minor Style Revision,52,0.507903226
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-P2,0.7,4.08,,1620,0,0,0,No Style Change,9,0.858585859
02-10-2015,Q2,Stitching Unit,Tuesday,Line-F3,0.75,18.79,640,2400,0,0,0,No Style Change,34,0.750797009
03-09-2015,Q2,Finishing & Quality,Monday,Line-P2,0.8,4.6,,0,1080,0,0,No Style Change,9,0.902962963
02-02-2015,Q1,Stitching Unit,Monday,Line-Q2,0.8,22.52,21540,6720,88,0,0,No Style Change,56,0.900129762
03-02-2015,Q1,Finishing & Quality,Monday,Line-Q2,0.7,2.9,,3360,0,0,0,No Style Change,8,0.632361111
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-C1,0.8,4.6,,4200,0,0,0,No Style Change,10,0.999533333
03-07-2015,Q1,Stitching Unit,Saturday,Line-F3,0.5,23.41,1379,2280,0,0,0,Minor Style Revision,39,0.500528095
01-12-2015,Q2,Stitching Unit,Monday,Line-F3,0.8,11.41,843,5670,50,0,0,No Style Change,31.5,0.800181818
01-03-2015,Q1,Stitching Unit,Saturday,Line-S2,0.75,19.87,944,6600,45,0,0,No Style Change,55,0.75024303
2/15/2015,Q3,Stitching Unit,Sunday,Line-C2,0.7,30.1,507,5880,40,2,10,Minor Style Revision,59,0.700573099
1/29/2015,Q5,Stitching Unit,Thursday,Line-S1,0.75,22.94,1579,6960,81,0,0,No Style Change,58,0.850362069
03-11-2015,Q2,Stitching Unit,Wednesday,Line-P1,0.8,11.41,560,3420,50,0,0,No Style Change,58,0.800034503
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.805909091
2/23/2015,Q4,Stitching Unit,Monday,Line-Q1,0.7,18.79,1641,6000,40,0,0,Minor Style Revision,50,0.60128
02-02-2015,Q1,Stitching Unit,Monday,Line-S3,0.8,22.52,21266,6840,70,0,0,No Style Change,57,0.90014152
2/15/2015,Q3,Stitching Unit,Sunday,Line-F3,0.75,18.79,814,4080,0,0,0,No Style Change,34,0.681598039
1/14/2015,Q2, Finishing & Quality ,Wednesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.891723485
01-01-2015,Q1, Finishing & Quality ,Thursday,Line-Q2,0.65,3.94,,960,0,0,0,No Style Change,8,0.705916667
1/18/2015,Q3, Finishing & Quality ,Sunday,Line-Q1,0.8,3.94,,1800,0,0,0,No Style Change,10,0.582045455
02-04-2015,Q1,Stitching Unit,Wednesday,Line-S3,0.8,22.52,968,6840,113,0,0,No Style Change,57,1.000230409
1/22/2015,Q4,Stitching Unit,Thursday,Line-C1,0.6,22.52,1859,10260,23,0,0,No Style Change,57,0.60041361
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.670075758
2/18/2015,Q3,Stitching Unit,Wednesday,Line-S2,0.6,30.33,868,6840,0,0,0,Minor Style Revision,57,0.328131579
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-P1,0.75,2.9,,5640,0,0,0,No Style Change,17,0.987880435
02-07-2015,Q1,Finishing & Quality,Saturday,Line-Q1,0.8,3.94,,960,0,0,0,No Style Change,8,0.771583333
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-F1,0.75,3.94,,960,0,0,0,No Style Change,8,0.881575
2/18/2015,Q3,Stitching Unit,Wednesday,Line-F3,0.75,18.79,759,3960,34,0,0,No Style Change,33,0.75065101
02-02-2015,Q1, Finishing & Quality ,Monday,Line-Q1,0.75,3.94,,960,0,0,0,No Style Change,8,0.994270833
03-10-2015,Q2,Stitching Unit,Tuesday,Line-S2,0.7,16.1,957,5400,40,0,0,Minor Style Revision,45,0.700051852
02-09-2015,Q2,Stitching Unit,Monday,Line-F2,0.7,30.1,773,7020,40,0,0,No Style Change,58,0.700618234
2/26/2015,Q4,Stitching Unit,Thursday,Line-F1,0.8,30.1,437,7080,32,0,0,Major Design Shift,59,0.495617514
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-F3,0.8,2.9,,1440,0,0,0,No Style Change,8,0.597348485
2/28/2015,Q4,Stitching Unit,Saturday,Line-S2,0.7,30.33,512,4560,0,0,0,Minor Style Revision,58,0.700211111
02-10-2015,Q2,Stitching Unit,Tuesday,Line-Q1,0.8,29.12,1263,2160,38,0,0,No Style Change,58,0.8008
1/29/2015,Q5,Stitching Unit,Thursday,Line-F2,0.65,20.79,1015,7080,81,0,0,No Style Change,59,0.800473729
03-05-2015,Q1,Stitching Unit,Thursday,Line-Q2,0.7,21.82,1390,6000,30,0,0,No Style Change,50,0.700422
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-F3,0.8,2.9,,960,0,0,0,No Style Change,8,0.6225
2/19/2015,Q3,Finishing & Quality,Thursday,Line-F1,0.75,5.13,,1920,0,0,0,No Style Change,8,0.684027778
02-12-2015,Q2,Stitching Unit,Thursday,Line-Q2,0.8,22.52,10,6000,0,0,0,No Style Change,50,0.441392
1/14/2015,Q2, Finishing & Quality ,Wednesday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.667329545
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-Q1,0.8,4.15,,960,0,0,0,No Style Change,8,0.956270833
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-F1,0.8,4.3,,1440,0,0,0,No Style Change,12,0.940625
1/15/2015,Q3,Stitching Unit,Thursday,Line-P1,0.5,14.89,917,9900,30,0,0,No Style Change,55,0.500025069
2/26/2015,Q4,Finishing & Quality,Thursday,Line-P2,0.8,4.6,,3780,0,0,0,No Style Change,9,0.590617284
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-F3,0.8,2.9,,4800,0,0,0,No Style Change,8,0.626822917
2/17/2015,Q3,Finishing & Quality,Tuesday,Line-C1,0.7,5.13,,1200,0,0,0,No Style Change,10,0.91375
1/20/2015,Q3,Stitching Unit,Tuesday,Line-S3,0.7,22.52,1134,8460,50,0,0,No Style Change,57,0.750037968
2/15/2015,Q3,Finishing & Quality,Sunday,Line-P2,0.8,4.08,,1080,0,0,0,No Style Change,9,0.876444444
01-08-2015,Q2,Stitching Unit,Thursday,Line-S1,0.8,26.16,1189,10620,75,0,0,No Style Change,59,0.850502311
2/22/2015,Q4,Finishing & Quality,Sunday,Line-Q1,0.8,3.94,,2400,0,0,0,No Style Change,10,0.753525
03-08-2015,Q2,Stitching Unit,Sunday,Line-C2,0.6,30.48,869,6720,0,0,0,Minor Style Revision,56,0.600528571
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-Q1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.858143939
1/19/2015,Q3, Finishing & Quality ,Monday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.683806818
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-C1,0.5,4.15,,960,0,0,0,No Style Change,8,0.803541667
01-07-2015,Q1,Stitching Unit,Wednesday,Line-F2,0.7,21.98,413,9720,40,0,0,No Style Change,58,0.700480831
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-F2,0.7,4.6,,3360,0,0,0,No Style Change,8,0.354444444
03-07-2015,Q1,Finishing & Quality,Saturday,Line-F3,0.5,2.9,,960,0,0,0,No Style Change,8,0.7975
03-09-2015,Q2,Finishing & Quality,Monday,Line-F2,0.6,3.94,,0,2880,0,0,No Style Change,12,0.864342593
2/19/2015,Q3,Stitching Unit,Thursday,Line-C1,0.75,30.1,444,0,0,5,20,Minor Style Revision,59,0.611140537
03-08-2015,Q2,Finishing & Quality,Sunday,Line-Q2,0.7,2.9,,960,0,0,0,No Style Change,8,0.441041667
